EID,FORTARGET,PROB
Q00482,0,0.0012180518
Q00486,0,0
Q00491,0,0.0031649892
Q00496,1,0.86535895
Q00508,1,0.50244695
Q00512,0,0.00036655492
Q00516,0,0.0014305883
Q00520,0,0.00071694935
Q00525,0,0.00084030745
Q00536,0,0.00063261244
Q00542,0,0.0069179595
Q00546,0,0.0008359517
Q00552,0,0
Q00553,0,0.0032074177
Q00556,0,0.00029446988
Q00557,0,0
Q00560,0,0.0003977912
Q00561,0,0.0009966552
Q00562,0,0.00055177114
Q00566,0,0.00026999274
Q00570,0,0.0007799537
Q00572,0,0.00040334562
Q00591,0,0.0053429976
Q00592,0,0.00072354905
Q00599,0,0
Q00600,0,0.026379123
Q00615,0,0.005755988
Q00618,0,0.045614112
Q00635,0,0.017057264
Q00637,0,0.00012150168
Q00639,0,0.16022407
Q00640,0,0.0015082821
Q00651,0,0.001738122
Q00653,0,0.008213274
Q00659,0,0.00014559895
Q00670,0,0.000307175
Q00671,0,0.00095605565
Q00681,0,0.00034723207
Q00684,0,0.002302325
Q00685,0,0.0008009403
Q00699,0,0.09172988
Q00701,0,0.009760612
Q00706,0,0.0006206113
Q00712,0,0.00081527705
Q00714,0,0.000725259
Q00717,0,0.00064910244
Q00728,0,0.002257788
Q00731,0,0.25154254
Q00740,0,0.0026162397
Q00745,0,0.0018788009
Q00766,0,0.4354084
Q00785,0,0.0015743724
Q00793,0,0.0015727228
Q00798,0,0.0035154463
Q00799,0,0.0026507163
Q00807,0,0.00037314423
Q00816,0,0.0007319503
Q00819,0,0.0058081853
Q00820,0,0.00035029626
Q00835,0,0.0039471257
Q00841,0,0.00034026842
Q00855,0,0.009787946
Q00857,0,0.00047389773
Q00860,0,0.000508994
Q00861,0,0.0016217737
Q00866,0,0
Q00869,0,0.23236194
Q00870,0,0.00034860027
Q00878,0,0.00074319344
Q00879,0,0.0005251556
Q00882,0,0
Q00883,0,0.001957473
Q00890,0,0.00061978615
Q00892,0,0.00077991956
Q00901,1,0.63052577
Q00902,0,0.00072728907
Q00904,0,0.008673082
Q00908,0,0.0027478626
Q00909,0,0.00075915316
Q00916,0,0.0005964655
Q00917,0,0.005581659
Q00922,0,0.008602188
Q00930,0,0.001331786
Q00936,0,0.0016839707
Q00938,0,0.0008925241
Q00946,0,0.00011807267
Q00957,0,0.0016448589
Q00959,0,0.00082993944
Q00965,0,0.00036300233
Q00969,0,9.8264936e-05
Q00970,0,0.0018430725
Q00971,0,0.000324093
Q00982,0,0.005116867
Q00983,0,4.996296e-05
Q01003,0,0.0039735003
Q01005,0,0.032369148
Q01014,0,0.00063353434
Q01017,0,0.00030324937
Q01019,0,0.0086576985
Q01022,0,0.0029117186
Q01028,0,0.0019215682
Q01037,0,0.007678625
Q01041,0,0.000917382
Q01043,0,0.00053747924
Q01045,0,0.0013807681
Q01051,0,0.0017104709
Q01052,0,0.0012925017
Q01056,0,1.8108754e-05
Q01057,0,4.6163655e-06
Q01064,0,0.006725193
Q01071,0,0.0003315725
Q01072,0,0.00069029466
Q01075,0,0.00053518184
Q01076,0,1.2014436e-05
Q01080,0,0.01656822
Q01081,0,5.5343862e-05
Q01089,0,0.0003930649
Q01090,0,0.0005061863
Q01092,0,0.00020315677
Q01096,0,0.0012222471
Q01099,0,0.00049722556
Q01113,0,0.00035796606
Q01130,0,0.0031975538
Q01137,0,0.00048131694
Q01138,1,0.59997493
Q01146,0,0.00028095703
Q01151,0,0.004647597
Q01160,0,0.0006873754
Q01161,0,2.7229386e-05
Q01168,0,0.00044738
Q01171,0,0.0005473862
Q01172,0,0.00011947479
Q01196,0,0.323772
Q01206,0,7.7254845e-05
Q01207,0,0.00089273165
Q01218,0,0.00019650128
Q01219,0,0.0005514105
Q01223,0,0.00039726633
Q01225,0,0.00075255457
Q01226,1,0.5582723
Q01229,0,0.0018486968
Q01234,0,3.211568e-08
Q01235,0,6.989945e-06
Q01236,0,0.00012014667
Q01237,0,0.0008710664
Q01243,1,0.62211365
Q01245,0,0.0017987192
Q01250,0,9.6821546e-05
Q01251,0,0.017931229
Q01263,1,0.6924019
Q01266,0,0.0010199549
Q01267,0,0.03072737
Q01269,0,0.23809627
Q01281,0,0.00921565
Q01284,0,0.00084796076
Q01294,0,0.0006777224
Q01295,0,1.2101242e-05
Q01298,0,9.7530665e-06
Q01301,0,0.0006768104
Q01302,0,5.223757e-05
Q01309,0,0.0019215682
Q01313,0,1.1794299e-08
Q01325,0,0.0009774565
Q01330,0,0.00042313946
Q01334,0,0.00019653351
Q01354,0,0.0008621328
Q01355,0,0.00013141379
Q01357,0,0.0034123636
Q01360,0,6.559856e-05
Q01362,0,0.0042440225
Q01364,0,0.0005130324
Q01374,0,0.001922772
Q01376,0,0.0014064126
Q01379,0,0.0009559217
Q01385,0,0.001510563
Q01387,0,1.2375872e-05
Q01409,0,0.00053560844
Q01416,0,0.0041276263
Q01425,0,0.00071921997
Q01426,0,0.00048131694
Q01432,0,0.0007914795
Q01433,0,0.00097290677
Q01436,0,0.00048051472
Q01437,0,0.0010916818
Q01438,0,0.3707428
Q01440,0,0.35146543
Q01446,0,0.00082951813
Q01453,0,0.034335822
Q01472,0,0.001253399
Q01474,0,2.4787932e-08
Q01476,0,0.0018137798
Q01477,0,0.008495965
Q01500,0,0.006284808
Q01503,0,0.0010566255
Q01512,0,0.0016668584
Q01516,0,0.0008993741
Q01519,0,0.00044087303
Q01520,1,0.84940445
Q01525,0,5.422791e-08
Q01530,0,0.0007799545
Q01532,0,0.0005144329
Q01533,0,0.00044712424
Q01539,0,0.001235159
Q01540,0,0.0005980805
Q01542,0,0.01114823
Q01543,0,0.008349617
Q01547,0,0.011816193
Q01549,0,0.14231116
Q01553,1,0.5223776
Q01557,1,0.98238647
Q01560,0,0.0004804932
Q01561,0,8.1915656e-05
Q01568,1,0.67041606
Q01569,0,0.00010993819
Q01601,0,0.0014804939
Q01606,0,0.0007283732
Q01608,0,0.00042037255
Q01612,0,0.0006384325
Q01613,0,0.004677085
Q01621,0,0.006200328
Q01623,0,2.1108697e-05
Q01630,0,0.0014633504
Q01631,0,0.00028059728
Q01638,0,0.0005364551
Q01644,0,0.028293248
Q01647,0,0.0008735633
Q01651,0,0.00068307127
Q01660,0,0.0077079614
Q01668,0,0.0069675655
Q01673,0,0.00087762956
Q01679,0,0.0040974068
Q01686,0,0.0006384325
Q01691,0,0.0024825423
Q01692,0,0.00081737735
Q01695,0,0.001603187
Q01702,0,0.01599167
Q01709,0,0.0065586735
Q01714,0,0.00069598824
Q01728,0,0.0030971619
Q01735,0,0.00025975466
Q01740,0,0.0008300241
Q01750,0,0.0027599419
Q01753,0,0.011733278
Q01754,0,0.00063580147
Q01758,0,0.032688297
Q01761,0,0.002002017
Q01771,0,0.0017015744
Q01774,0,0.0025641297
Q01780,0,0.00078036345
Q01786,0,0.00015624256
Q01799,0,3.3451127e-07
Q01811,0,0.0021166638
Q01822,0,0.0010784172
Q01829,0,0.0018658193
Q01832,0,0.0008007754
Q01833,0,1.7036133e-05
Q01844,0,0.0019296656
Q01853,0,0.0013634982
Q01859,0,0.00026169256
Q01863,0,0.0071325977
Q01866,0,1.0922288e-05
Q01870,0,0.0003548429
Q01884,1,0.6752992
Q01891,0,0.000548313
Q01892,0,0.0022155347
Q01899,0,0.2740742
Q01900,0,0.062662244
Q01903,0,1.5292675e-05
Q01904,0,0.00034724912
Q01914,0,0.0002605337
Q01916,0,0.024360893
Q01926,0,0.00030684719
Q01927,0,0.0019927202
Q01930,0,0.0015149018
Q01933,0,0.0023199134
Q01935,0,0.0003357404
Q01938,0,0.00071276457
Q01940,0,0.000798739
Q01947,0,0.000116693125
Q01949,0,0.0026974883
Q01951,0,0.0008815675
Q01952,0,5.0272238e-08
Q01962,0,0.0013794985
Q01966,0,0.00074585946
Q01970,0,0.000175153
Q01974,0,2.3016384e-09
Q01981,0,0.00042125274
Q01988,0,0.0011849401
Q01989,0,0.0041305735
Q02000,0,0.0010885922
Q02012,0,0.00089239905
Q02015,0,0.00078137947
Q02017,0,0.0006786576
Q02018,0,0.00071801204
Q02019,0,0.015629148
Q02024,0,0.0023979945
Q02025,0,0.00075115956
Q02028,0,0.0011248303
Q02029,0,0.0015208176
Q02032,0,0.4524152
Q02033,0,0.0013800424
Q02038,0,0.0015513528
Q02041,0,3.7079533e-06
Q02045,0,0.00088548166
Q02049,0,0.000541392
Q02050,0,3.9170095e-06
Q02057,0,0.0011489859
Q02058,0,0.00074343855
Q02059,0,0.0018515749
Q02064,0,0.00092639413
Q02067,0,0.0019837483
Q02068,0,0.000740807
Q02071,0,0.0019471443
Q02084,0,0.0003255187
Q02097,0,0.0008332628
Q02100,0,0.0015513528
Q02103,0,0.003700932
Q02106,0,0.0007211026
Q02107,0,0.0023867143
Q02108,0,0.001721314
Q02115,0,0.0012309199
Q02119,0,0.03595437
Q02121,0,0.00040954328
Q02126,0,0.0051787444
Q02128,0,0.00053123897
Q02129,0,0.00011807267
Q02132,0,0.0008619111
Q02140,0,0.0023257865
Q02148,0,0.0006645856
Q02161,0,0.00080958
Q02165,0,0.00024783655
Q02171,0,0.0007996374
Q02176,0,0.0018477066
Q02177,0,0.003469627
Q02193,0,0.0018026963
Q02201,0,0.011188431
Q02205,0,0.000703073
Q02206,0,0.016679173
Q02218,0,0.00011798522
Q02220,0,0.004435662
Q02222,0,0.00078036345
Q02225,0,0.0015938597
Q02231,0,0.00014131334
Q02235,0,0.0015975701
Q02242,0,0.031607844
Q02243,0,0.26560697
Q02244,0,0.0005329685
Q02252,0,0.00060326414
Q02254,1,0.6761728
Q02258,0,0.47751644
Q02264,0,0.2504983
Q02269,0,0.0023154963
Q02272,0,0.00281692
Q02283,0,0.0003899571
Q02284,0,0.00039804803
Q02289,0,0.0006336606
Q02292,0,0.001865267
Q02304,0,0.0010043202
Q02315,0,0.0012962371
Q02317,0,0.0008921547
Q02318,0,0.033381023
Q02333,0,0.0005121505
Q02335,0,7.181198e-05
Q02336,0,0.0064842133
Q02340,0,0.34032646
Q02354,0,0.0003600651
Q02357,0,0.00026485883
Q02380,0,0.00063721975
Q02381,0,0.00045888207
Q02382,0,3.6227553e-12
Q02388,0,0.018475763
Q02396,0,0.0052498244
Q02397,0,0.025198312
Q02401,0,0.0057772193
Q02406,0,0.0007851521
Q02414,0,0.054726616
Q02420,0,0.00015583295
Q02426,0,0.000726492
Q02427,0,1.4637782e-06
Q02439,0,2.6296455e-05
Q02447,0,0.00067670783
Q02453,0,0.00028087856
Q02455,0,0.0019515799
Q02457,0,0.0020509486
Q02459,0,7.020966e-05
Q02460,0,0.0002656185
Q02461,0,0.0036963513
Q02462,0,0.0018689496
Q02469,0,2.5656018e-06
Q02470,0,3.5221543e-05
Q02474,0,0.0003259149
Q02479,0,0.0003229441
Q02483,1,0.72057307
Q02484,0,0.12256629
Q02487,1,0.77679616
Q02491,1,0.69340634
Q02492,0,0.18718722
Q02503,0,0.00066342915
Q02505,0,0.0006278301
Q02510,0,0.004125878
Q02513,0,0.0008372829
Q02514,0,0.009303207
Q02524,0,0.00097290677
Q02527,0,0.005351374
Q02536,0,0.000731633
Q02538,0,0.0003600651
Q02544,1,0.99022126
Q02553,0,0.0047265524
Q02554,0,0.0012136127
Q02560,0,0.00059333205
Q02564,0,0.0013041315
Q02576,0,0.00063721975
Q02588,0,5.1907897e-05
Q02590,0,0.00021785972
Q02597,0,0.0016334358
Q02599,0,0.00046129688
Q02607,0,0.0017283971
Q02612,0,0.0011813359
Q02619,0,0.0010507551
Q02635,0,6.1771225e-06
Q02637,0,0.0007403327
Q02638,0,0.0007091586
Q02640,0,0.0013561343
Q02644,0,0.0006863183
Q02649,0,0.0012460971
Q02658,0,0.0013344702
Q02664,0,0.010149303
Q02670,0,8.189644e-05
Q02671,0,0.01622337
Q02675,0,0.0013408937
Q02676,0,8.341183e-05
Q02683,0,0.003564107
Q02685,0,0.0055826507
Q02687,0,0.013454818
Q02690,0,0.0008337831
Q02696,0,0.00032678607
Q02701,0,0.00064051175
Q02709,0,0.03214127
Q02712,0,0.0015118085
Q02723,0,3.2102564e-06
Q02724,0,0.0021313285
Q02738,1,0.6308413
Q02739,0,0.00015935572
Q02748,0,0.00094907335
Q02750,0,0.0007942576
Q02754,0,0.00037200164
Q02766,0,0.0025466888
Q02769,0,0.044436112
Q02774,0,0.0005119089
Q02776,0,0.00077991956
Q02777,0,0.00041741124
Q02780,0,0.0005640819
Q02784,0,0.0008920039
Q02786,0,0.01141925
Q02793,0,9.957137e-06
Q02796,0,0.00042548665
Q02809,0,0.00059334724
Q02810,0,0.00017140378
Q02812,0,0.005935462
Q02832,0,0.0005364658
Q02833,0,0.001379048
Q02836,0,0.47101155
Q02838,0,0.011062401
Q02840,0,0.0005976523
Q02842,0,0.001123937
Q02845,0,0.0005862771
Q02847,0,0.0011667841
Q02850,0,0.0003968728
Q02851,0,0.0008908869
Q02861,0,0.00097290677
Q02867,0,0.0069863135
Q02870,0,0.00059097004
Q02872,0,0.0013225058
Q02873,0,0.0017965749
Q02879,0,0.00039765946
Q02882,0,0.0005434228
Q02891,0,0.071767434
Q02893,0,0.0006336606
Q02896,0,0.0002129395
Q02914,0,0.0009162902
Q02922,0,0.000119809745
Q02925,0,0.44800186
Q02929,0,0.00078114757
Q02934,0,0.0005457498
Q02937,0,0.00029455355
Q02940,1,0.73763746
Q02945,0,0.0007933303
Q02948,0,0.0069283647
Q02954,0,0.00080493453
Q02963,0,0.00086480344
Q02964,0,0.017843306
Q02967,0,0.00039051994
Q02968,0,3.0406857e-06
Q02971,0,0.18153188
Q02978,0,0.012626999
Q02986,0,1.8215864e-05
Q02989,0,4.257571e-07
Q02999,0,0.0011053396
Q03007,0,0.0014535408
Q03011,0,0.0008828574
Q03015,0,0.10725059
Q03018,0,0.00010131555
Q03021,0,0.0020322565
Q03033,0,0.00082255364
Q03035,0,1.09121714e-07
Q03041,0,0.00027754682
Q03042,0,0.0010883901
Q03045,0,0.0009714406
Q03053,0,0.000917382
Q03056,0,0.0017443749
Q03061,0,0.002686747
Q03062,0,0.0010217669
Q03066,0,0.00051233114
Q03073,0,0.002675356
Q03087,0,0.0002944466
Q03089,0,0.00068307127
Q03090,0,0.0012968606
Q03091,0,0.00038705565
Q03094,0,0.00036962325
Q03102,1,0.5003057
Q03104,0,0.060136568
Q03113,0,0.0024478585
Q03122,0,0.0017922976
Q03128,0,1.7299373e-06
Q03136,0,0.000119567565
Q03138,0,0.0033405023
Q03141,0,1.709467e-09
Q03147,0,0.0002789701
Q03153,0,0.0020581295
Q03159,0,0.0008825706
Q03160,0,0.0017621792
Q03168,0,0.002791318
Q03179,0,0.00072732364
Q03184,0,0.0006332998
Q03188,0,0.012767027
Q03193,0,0.0014092603
Q03196,0,0.0012710328
Q03197,0,0.00033829888
Q03202,0,0.05288965
Q03207,0,0.00091853004
Q03208,0,0.00090134714
Q03218,1,0.8605242
Q03229,1,0.9907629
Q03237,0,0.00078036345
Q03239,0,0.000671394
Q03245,0,9.98283e-05
Q03252,0,0.0057827705
Q03256,0,0.0012146912
Q03259,0,0.0017067858
Q03263,0,0.0010313336
Q03268,1,0.85342264
Q03281,0,0.0042698053
Q03284,0,0.001683655
Q03293,0,0.00048596368
Q03294,0,0.017908085
Q03296,0,0.00033625416
Q03301,0,0.0056124497
Q03302,0,0.08006873
Q03303,0,0.0013138083
Q03313,0,0.0004573371
Q03315,0,0.00032790392
Q03318,0,0.0010493937
Q03321,0,0.0007658636
Q03323,0,0.0020569458
Q03324,0,2.088175e-05
Q03325,0,0.0018889776
Q03328,0,0.0003571902
Q03332,0,0.000408489
Q03334,0,0.0006814705
Q03337,0,0.0015532952
Q03339,0,0.0007229138
Q03340,0,0.00045889654
Q03347,0,0.00078072865
Q03353,0,0.0020816294
Q03361,0,0.00017200314
Q03364,0,0.0013080337
Q03371,0,0.000103295686
Q03377,0,0.0006253154
Q03382,0,0.023462513
Q03385,0,2.4834511e-05
Q03390,0,0.0033550903
Q03391,0,0.048365768
Q03400,0,1.8594083e-07
Q03401,0,0.00062650966
Q03405,0,0.001318634
Q03408,0,0.0017590533
Q03410,0,0.00020158343
Q03414,0,3.898548e-07
Q03415,0,0.00032422403
Q03416,0,0.0062182983
Q03421,0,0.0012047132
Q03431,0,0.0003930649
Q03433,0,0.00028406258
Q03436,0,0.0009124159
Q03437,0,1.0300903e-05
Q03440,0,0.012245768
Q03444,0,0.023973757
Q03448,0,0.0014810114
Q03455,0,0.0020710828
Q03458,0,0.0021477963
Q03460,0,0.001644505
Q03465,1,0.5718791
Q03470,0,0.001818742
Q03478,0,0.011124919
Q03480,0,0.013245925
Q03488,0,0.010700782
Q03493,0,0.0011729599
Q03514,0,8.9165485e-05
Q03515,0,1.1680119e-05
Q03518,0,0.0001606953
Q03519,0,0.0057671517
Q03522,0,0.001016921
Q03529,0,0.00089201145
Q03536,0,0.00049465604
Q03546,0,0.0022574542
Q03558,0,0.0016236455
Q03562,0,0.00043937482
Q03570,0,0.0023043158
Q03573,0,5.3422195e-06
Q03577,0,0.001224606
Q03587,0,0.0005782475
Q03588,0,0.027836578
Q03604,0,0.0020400614
Q03609,0,0.0002401755
Q03617,0,4.9767647e-07
Q03622,0,1.2610409e-05
Q03630,0,0.00089239905
Q03632,1,0.7081195
Q03633,0,0.011231034
Q03635,0,0.0025857587
Q03642,0,0.002470467
Q03651,0,0.014431906
Q03657,0,0.0007509606
Q03671,0,0.000981998
Q03672,0,0.0018073176
Q03676,0,0.025325108
Q03679,0,0.0020662576
Q03687,0,0.0356946
Q03692,0,0.0004983719
Q03711,1,0.8116846
Q03714,1,0.81995165
Q03718,0,0.0037947588
Q03734,1,0.6558648
Q03751,0,3.0853203e-05
Q03755,0,5.7163383e-05
Q03761,0,0.0010741717
Q03764,0,0.02526151
Q03765,0,0.0038946765
Q03769,0,0.32343373
Q03785,0,0.002255894
Q03797,0,0.000118069736
Q03806,0,0.00075340347
Q03810,0,0.04468266
Q03811,0,0.015691485
Q03815,0,0.006857608
Q03820,0,0.000841042
Q03823,0,0.0076900227
Q03826,0,0.0019503097
Q03838,0,0.00068080117
Q03842,0,9.725044e-06
Q03846,0,0.00027742033
Q03861,0,0.114283666
Q03865,0,0.00083058426
Q03871,0,0.0010336816
Q03872,0,3.908946e-07
Q03874,0,0.0008128068
Q03879,0,0.0033736276
Q03884,0,0.0117829945
Q03890,0,1.6253583e-06
Q03895,0,0.0002249157
Q03896,0,0.0023294196
Q03899,0,0.0006206213
Q03902,0,0.0045350227
Q03912,0,0.00049920345
Q03918,0,0.0009526945
Q03925,0,0.0010867247
Q03927,0,0.0010286802
Q03928,0,0.00030515538
Q03933,0,0.0046784617
Q03944,0,0.001845388
Q03948,0,0.0007065506
Q03949,0,0.00063616637
Q03953,0,0.009677961
Q03961,1,0.59845525
Q03962,0,0.47746906
Q03971,1,0.9637811
Q03975,0,0.00032552518
Q03976,1,0.68518394
Q03978,0,0.004407223
Q03988,0,0.0007258419
Q03991,0,0.0018328427
Q03997,1,0.9999213
Q04001,0,0.0010306009
Q04019,0,0.0006009805
Q04023,0,0.00043013823
Q04024,0,0.003146214
Q04026,0,0.00053756963
Q04031,0,4.8139306e-08
Q04034,0,7.132584e-07
Q04050,0,6.5443805e-06
Q04051,0,0.2567887
Q04068,0,0.0036884206
Q04091,0,2.8345334e-05
Q04095,0,0.0018824134
Q04097,0,0.0008617139
Q04099,0,0.00063626457
Q04101,0,0.00027695735
Q04102,0,0.0009105877
Q04112,0,0.0065470976
Q04115,0,0.00049323105
Q04124,0,0.0040353723
Q04133,0,0.0008867245
Q04146,0,0.006553533
Q04148,0,0.25058252
Q04151,0,5.5761634e-06
Q04154,0,0.0009585433
Q04162,0,0.00039035614
Q04164,0,0.00083648233
Q04174,0,3.5776757e-05
Q04177,0,0.00083357265
Q04180,0,0.0023131312
Q04185,0,0.000397397
Q04199,0,0.0008973728
Q04201,0,0.006128448
Q04206,1,0.82823014
Q04207,0,0.0028089723
Q04210,0,6.190723e-05
Q04211,1,0.87935615
Q04224,0,0.0014364668
Q04226,0,0.0017922976
Q04232,0,0.0012563734
Q04235,0,0.0006782877
Q04240,0,0.002015702
Q04258,0,0.0009384129
Q04262,0,0.00064085086
Q04264,0,0.00050186674
Q04271,0,3.2139876e-06
Q04272,0,0.009900732
Q04275,0,0.00072298764
Q04285,0,0.00042927064
Q04287,0,0.03883326
Q04291,0,0.00315451
Q04296,0,0.000564424
Q04300,0,0.0021791926
Q04303,0,3.975049e-08
Q04312,0,0.0009751321
Q04315,0,0.0003175451
Q04317,0,0.09801207
Q04318,0,0.0050330483
Q04320,0,0.0017460628
Q04325,0,0.0007294581
Q04328,0,0.0075371116
Q04333,0,0.0006804704
Q04334,0,0.0008294817
Q04353,0,0.00043555748
Q04354,0,0.00063032063
Q04358,0,0.00091284164
Q04361,0,0.0002776736
Q04370,0,0.0010467626
Q04380,0,0.00050488336
Q04383,0,0.00022155576
Q04384,0,0.00049022335
Q04391,0,0.0071679726
Q04396,0,0.0048214323
Q04404,0,0.0003229441
Q04410,0,0.0033900216
Q04430,0,0.00044429372
Q04433,0,9.022424e-06
Q04436,0,0.0007210854
Q04438,0,0.00093365763
Q04448,0,0.0006738022
Q04461,0,0.4770062
Q04475,0,0.00045354356
Q04482,0,0.0010926473
Q04486,0,0.0017972573
Q04493,0,0.00032400963
Q04494,0,0.0036395972
Q04512,0,0.08911172
Q04516,0,0.0021070265
Q04528,0,0.0060407133
Q04530,0,0.0008926483
Q04532,0,0.00035931214
Q04534,1,0.619011
Q04552,0,0.0014046576
Q04553,0,0.00011853825
Q04554,0,0.00040910704
Q04562,0,2.0662954e-05
Q04567,0,0.0010442656
Q04568,0,0.021510364
Q04571,0,0.0003230596
Q04575,0,0.0024043312
Q04576,0,0.00010962266
Q04582,0,0.0035102689
Q04583,0,0.00080777134
Q04588,0,0.00055116136
Q04595,1,0.8040445
Q04596,0,3.1901813e-08
Q04602,0,0.00081772945
Q04604,0,0.0008083166
Q04613,0,0.0007799537
Q04625,0,0.00049090374
Q04634,0,0.00030038686
Q04638,0,0.0011078027
Q04644,0,0.0010343406
Q04647,0,0.00061343506
Q04657,0,0.00055177114
Q04663,0,1.1338191e-05
Q04664,0,0.00083567615
Q04669,0,0.00037407206
Q04672,0,0.020158013
Q04682,0,0.0011548982
Q04683,0,3.1028455e-09
Q04684,0,0.0015248619
Q04686,0,0.0026047814
Q04687,0,0.0017179021
Q04689,1,0.64830524
Q04692,0,3.6839036e-05
Q04697,0,0.004195377
Q04698,0,0.0014673398
Q04712,1,0.53179854
Q04713,0,0.26796675
Q04715,0,0.0003977912
Q04716,0,2.9848994e-05
Q04721,0,0.00051729067
Q04722,0,0.0025468634
Q04732,0,0.00089256535
Q04735,0,0.0005816696
Q04736,0,0.0012028338
Q04744,0,0.0002756108
Q04747,0,0.0008368316
Q04748,0,0.0015929337
Q04753,0,0.0077323583
Q04755,0,0.0008311801
Q04758,0,0.00079652807
Q04759,0,0.0018452826
Q04761,0,0.0017443749
Q04762,0,0.0007252168
Q04763,0,0.00011109531
Q04766,0,0.001510159
Q04775,0,0.0065016355
Q04778,0,0.0006312546
Q04781,0,0.00045611063
Q04782,0,0.0012939218
Q04783,0,0.0013175776
Q04790,0,0.0067651006
Q04791,0,0.000499347
Q04794,0,0.0008621328
Q04798,0,0.0002624154
Q04807,0,0.0004987364
Q04810,0,0.00020478418
Q04822,0,0.0019230271
Q04824,0,0.00047894396
Q04834,0,0.00030697268
Q04838,0,0.0011706762
Q04839,0,0.0022152376
Q04853,0,0.00016781251
Q04861,0,0.0015153548
Q04873,0,0.010082745
Q04876,0,0.0017298203
Q04882,0,0.0017185515
Q04887,0,0.0007129792
Q04888,0,0.0016903451
Q04892,0,0.00040701032
Q04899,0,0.0004981155
Q04900,0,0.0020337407
Q04905,0,0.00092013564
Q04910,0,0.0025249405
Q04913,0,0.0062182983
Q04918,0,0.0014761877
Q04925,0,0.0010537142
Q04926,0,0.0015851092
Q04927,0,0.009285192
Q04928,0,0.07550797
Q04931,0,0.05214816
Q04937,0,0.0007799537
Q04941,0,1.6824745e-06
Q04943,0,0.0005093983
Q04945,0,0.0008365262
Q04948,0,0.00061902095
Q04951,0,0.0005238284
Q04965,0,0.039617464
Q04967,0,0.00024906886
Q04979,0,0.0011049617
Q04980,0,0.07627082
Q04988,0,0.00051476544
Q04994,0,0.0025678533
Q04997,0,0.00011041043
Q05009,0,0.00059333205
Q05018,0,0.0006004631
Q05024,0,0.005219006
Q05030,0,0.0017234399
Q05034,0,0.0023133238
Q05040,0,0.000738087
Q05045,0,0.014237148
Q05050,0,0.003707568
Q05051,0,0.000563908
Q05052,0,1.9797086e-05
Q05053,0,0.00029450053
Q05061,0,0.0022998608
Q05063,0,0.0011058706
Q05065,0,0.00043328814
Q05076,0,0.0022349686
Q05092,0,0.0020393974
Q05095,0,0.00268831
Q05096,0,0.0011793852
Q05097,0,0.000298357
Q05104,0,0.00788496
Q05111,0,0.00070333673
Q05112,0,0.00059597427
Q05114,0,0.0007868719
Q05120,0,0.0076556015
Q05133,0,0.0066737314
Q05137,0,0.0015657838
Q05139,1,0.6798844
Q05142,0,0.00049043883
Q05148,0,0.0022026678
Q05162,0,0.0018162229
Q05168,0,0.0031309924
Q05169,0,0.00041912097
