EID,FORTARGET,PROB
Q03361,0,3.5182413e-07
Q03364,0,8.181562e-06
Q03371,0,0.00032160882
Q03377,0,0.00039241757
Q03382,0,0.01505794
Q03385,0,1.8098483e-05
Q03390,0,0.0028895796
Q03391,0,0.039835952
Q03400,0,6.6435206e-08
Q03401,0,0.0003749239
Q03405,0,0.0014736187
Q03408,0,0.0011416613
Q03410,0,4.4020955e-05
Q03414,0,2.9441358e-05
Q03415,0,5.069362e-05
Q03416,0,0.0050469297
Q03421,0,0.00026717363
Q03431,0,0.00029015198
Q03433,0,0.0002581201
Q03436,0,0.0010144052
Q03437,0,4.1245003e-06
Q03440,0,0.005208619
Q03444,0,0.00016124555
Q03448,0,0.0014666741
Q03455,0,0.0010009258
Q03458,0,0.00063133193
Q03460,0,0.0010733181
Q03465,1,0.67216396
Q03470,0,0.0008820287
Q03478,0,0.009159902
Q03480,0,0.009327503
Q03488,0,0.012166078
Q03493,0,0.00067968393
Q03514,0,1.0101859e-05
Q03515,0,4.852922e-06
Q03518,0,4.2204033e-07
Q03519,0,0.0006078781
Q03522,0,0.0007119057
Q03529,0,0.00048836356
Q03536,0,0.00036583474
Q03546,0,0.001971039
Q03558,0,0.0016278126
Q03562,0,7.308009e-06
Q03570,0,0.0015451447
Q03573,0,1.1326667e-07
Q03577,0,0.00052438944
Q03587,0,0.00029492224
Q03588,0,0.0069405115
Q03604,0,0.0012593619
Q03609,0,2.9951872e-05
Q03617,0,1.7306947e-06
Q03622,0,6.0287226e-07
Q03630,0,0.000501558
Q03632,1,0.7084515
Q03633,0,0.009376025
Q03635,0,0.001390528
Q03642,0,0.001240448
Q03651,0,0.011896499
Q03657,0,0.0005987167
Q03671,0,6.4228097e-06
Q03672,0,0.0008076314
Q03676,0,0.015371691
Q03679,0,0.0010239722
Q03687,0,0.016149001
Q03692,0,0.0006423836
Q03711,1,0.8481725
Q03714,1,0.8703671
Q03718,0,0.0038598548
Q03734,1,0.75568414
Q03751,0,8.355492e-06
Q03755,0,9.720252e-06
Q03761,0,0.0009653668
Q03764,0,0.019851921
Q03765,0,0.009911162
Q03769,0,0.28890365
Q03785,0,0.001808926
Q03797,0,5.2577343e-07
Q03806,0,0.00031095717
Q03810,0,0.012125058
Q03811,0,0.018604867
Q03815,0,0.00015397469
Q03820,0,0.00064938713
Q03823,0,0.052564282
Q03826,0,0.0011509126
Q03838,0,0.00051042816
Q03842,0,1.3653722e-05
Q03846,0,0.00024137706
Q03861,0,0.1734936
Q03865,0,6.3527186e-06
Q03871,0,0.00037016347
Q03872,0,9.851349e-07
Q03874,0,0.00091331836
Q03879,0,0.0048341886
Q03884,0,0.025199091
Q03890,0,3.7000922e-05
Q03895,0,5.052884e-05
Q03896,0,0.0011891056
Q03899,0,3.2323874e-06
Q03902,0,0.0054909904
Q03912,0,0.00044645087
Q03918,0,0.0011548136
Q03925,0,0.004382204
Q03927,0,0.00050694094
Q03928,0,0.00023039665
Q03933,0,0.0072784577
Q03944,0,0.0007343923
Q03948,0,0.00027416335
Q03949,0,0.00040850375
Q03953,0,0.018552726
Q03961,1,0.5708536
Q03962,1,0.5380155
Q03971,1,0.97383827
Q03975,0,0.00035131635
Q03976,1,0.6633615
Q03978,0,0.009724852
Q03988,0,0.00027345584
Q03991,0,0.0006935208
Q03997,1,0.9999716
Q04001,0,0.00046704256
Q04019,0,0.00032729245
Q04023,0,0.00049281376
Q04024,0,0.00158628
Q04026,0,0.00034213375
Q04031,0,1.2730708e-08
Q04034,0,2.0041284e-08
Q04050,0,2.5834933e-07
Q04051,0,0.12011117
Q04068,0,0.001468946
Q04091,0,0.0002007925
Q04095,0,0.00086069806
Q04097,0,0.0006899514
Q04099,0,0.00029075678
Q04101,0,0.00051026174
Q04102,0,0.0004387596
Q04112,0,6.06344e-05
Q04115,0,0.00034180205
Q04124,0,2.2908122e-05
Q04133,0,0.00029753064
Q04146,0,0.0013961437
Q04148,0,0.06010674
Q04151,0,1.0946418e-05
Q04154,0,0.000830225
Q04162,0,0.00068373047
Q04164,0,0.00041724136
Q04174,0,0.00013756513
Q04177,0,0.00043768933
Q04180,0,0.003690082
Q04185,0,0.0003321347
Q04199,0,0.00048794388
Q04201,0,0.01240555
Q04206,1,0.84193766
Q04207,0,0.0010711999
Q04210,0,1.1796029e-06
Q04211,1,0.8603963
Q04224,0,0.0009372352
Q04226,0,0.00087460765
Q04232,0,0.000614236
Q04235,0,0.00040639393
Q04240,0,0.0011578597
Q04258,0,0.0005748492
Q04262,0,0.00034410474
Q04264,0,0.0014633614
Q04271,0,3.070766e-08
Q04272,0,0.018111182
Q04275,0,0.00052007195
Q04285,0,0.0005203715
Q04287,0,0.050800618
Q04291,0,0.0014148301
Q04296,0,0.00026975933
Q04300,0,0.0046526846
Q04303,0,1.5828157e-08
Q04312,0,0.0009432624
Q04315,0,0.00031948765
Q04317,0,0.02554336
Q04318,0,0.003322251
Q04320,0,0.0009976631
Q04325,0,0.00035661313
Q04328,0,0.004630922
Q04333,0,0.0006327249
Q04334,0,0.0005063272
Q04353,0,0.0005372534
Q04354,0,0.0013392403
Q04358,0,0.00043181152
Q04361,0,0.00022970156
Q04370,0,0.0003928121
Q04380,0,0.0005671484
Q04383,0,0.0006516507
Q04384,0,0.00053466635
Q04391,0,0.008420882
Q04396,0,0.0024959347
Q04404,0,0.0002591706
Q04410,0,0.0011629843
Q04430,0,0.00024485373
Q04433,0,1.5836649e-07
Q04436,0,0.0005138693
Q04438,0,0.00030660856
Q04448,0,0.0002286902
Q04461,0,0.1120153
Q04475,0,4.7602157e-06
Q04482,0,0.0005447572
Q04486,0,0.00085102045
Q04493,0,0.00024998622
Q04494,0,0.00018983214
Q04512,0,0.09846736
Q04516,0,0.0014380079
Q04528,0,0.0031712155
Q04530,0,0.000518918
Q04532,0,0.00036041444
Q04534,1,0.5929925
Q04552,0,0.000626869
Q04553,0,2.4571077e-07
Q04554,0,0.00032562236
Q04562,0,5.6517422e-08
Q04567,0,0.0004018546
Q04568,0,0.0069889077
Q04571,0,0.00017481398
Q04575,0,0.0011788382
Q04576,0,2.2305156e-07
Q04582,0,0.0013593814
Q04583,0,4.2911415e-05
Q04588,0,0.0002968736
Q04595,1,0.977249
Q04596,0,1.151513e-08
Q04602,0,0.00056331145
Q04604,0,0.000260573
Q04613,0,0.0003617476
Q04625,0,0.0008893111
Q04634,0,8.510951e-05
Q04638,0,0.00037072552
Q04644,0,0.00044578876
Q04647,0,0.00020794672
Q04657,0,0.00029028175
Q04663,0,1.4627763e-06
Q04664,0,0.00041256682
Q04669,0,0.00035586735
Q04672,0,0.048903067
Q04682,0,0.00054052577
Q04683,0,6.2215244e-10
Q04684,0,0.0009321856
Q04686,0,0.0014537438
Q04687,0,0.000784958
Q04689,0,0.06731245
Q04692,0,0.0001476615
Q04697,0,0.0020609335
Q04698,0,0.0021523917
Q04712,0,0.4486967
Q04713,1,0.5870875
Q04715,0,0.00034400861
Q04716,0,7.3791907e-06
Q04721,0,0.0003597015
Q04722,0,0.0026301923
Q04732,0,0.00051306566
Q04735,0,0.0002846753
Q04736,0,0.0007088204
Q04744,0,6.383528e-05
Q04747,0,0.00041722946
Q04748,0,0.0009950034
Q04753,0,0.010453281
Q04755,0,0.00038680853
Q04758,0,0.00049038173
Q04759,0,0.001990332
Q04761,0,0.0012328664
Q04762,0,0.0003788231
Q04763,0,4.1777104e-05
Q04766,0,0.00081090257
Q04775,0,0.010269954
Q04778,0,0.00020831266
Q04781,0,0.0003059256
Q04782,0,0.0006995821
Q04783,0,0.0009254528
Q04790,0,0.005300117
Q04791,0,0.0004638282
Q04794,0,0.00076952577
Q04798,0,0.00027026725
Q04807,0,6.3684174e-06
Q04810,0,0.0010151142
Q04822,0,0.00090118434
Q04824,0,0.0003059778
Q04834,0,0.00025551068
Q04838,0,0.0003927608
Q04839,0,0.00727905
Q04853,0,0.0029455815
Q04861,0,0.00040046332
Q04873,0,0.010833339
Q04876,0,0.0013324332
Q04882,0,1.6487121e-07
Q04887,0,0.0005486708
Q04888,0,0.0026355493
Q04892,0,0.00037529905
Q04899,0,6.810156e-05
Q04900,0,0.0010897035
Q04905,0,0.0019665977
Q04910,0,0.0018862438
Q04913,0,0.0050469297
Q04918,0,0.0011082614
Q04925,0,0.00093182997
Q04926,0,1.0415668e-05
Q04927,0,0.00642834
Q04928,0,0.025242377
Q04931,0,0.033901323
Q04937,0,0.0003617476
Q04941,0,4.9547054e-07
Q04943,0,0.0003580722
Q04945,0,0.00046496504
Q04948,0,0.00036622907
Q04951,0,0.00032451042
Q04965,0,0.1362777
Q04967,0,0.000182605
Q04979,0,0.00062192045
Q04980,0,0.08015988
Q04988,0,0.00044211437
Q04994,0,0.00025552994
Q04997,0,1.2311787e-05
Q05009,0,0.00028202307
Q05018,0,0.00036769765
Q05024,0,0.0013978194
Q05030,0,0.0013874539
Q05034,0,0.0014715882
Q05040,0,0.0005920615
Q05045,0,0.010881178
Q05050,0,0.0017709758
Q05051,0,0.00027808134
Q05052,0,8.7852146e-05
Q05053,0,0.0003019549
Q05061,0,0.0022038692
Q05063,0,0.0005535833
Q05065,0,0.00031729453
Q05076,0,0.0014177663
Q05092,0,0.0012017242
Q05095,0,0.0013918331
Q05096,0,0.00061925314
Q05097,0,0.0002632142
